price,km,hp,previous_owners,nr_of_doors,nr_of_seats,displacement,weight,emission_label,gears,comb_consumption,age,cc_index,em_index,ex_index,ss_index,leather_,make_model_Audi A2,make_model_Audi A3,make_model_Opel Astra,make_model_Opel Corsa,make_model_Opel Insignia,make_model_Renault Clio,make_model_Renault Duster,make_model_Renault Espace,body_type_Convertible,body_type_Coupe,body_type_Off-Road,body_type_Other,body_type_Sedans,body_type_Station wagon,body_type_Transporter,body_type_Van,vat_VAT deductible,type_Employee's car,type_New,type_Pre-registered,type_Used,warranty_warranty,paint_type_Uni/basic,gearing_type_Manual,gearing_type_Semi-automatic,drive_chain_front,drive_chain_rear,fuel_Diesel,fuel_LPG/CNG,fuel_Other,inspection_new_Yes
18900.0,14556,66.0,1.0,5.0,5.0,1422.0,1195.0,4.0,7.0,4.3,1.0,2.0,5.0,1.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
11290.0,22000,70.0,1.0,4.0,4.0,999.0,1180.0,4.0,5.0,4.4,3.0,5.0,5.0,1.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
11290.0,38400,66.0,1.0,5.0,5.0,1422.0,1195.0,4.0,5.0,3.0,3.0,12.0,5.0,2.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0
11440.0,83307,66.0,1.0,3.0,4.0,1422.0,1195.0,4.0,5.0,3.6,3.0,9.0,6.0,2.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0
11445.0,39668,70.0,1.0,3.0,4.0,999.0,1180.0,4.0,5.0,4.4,3.0,5.0,3.0,2.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
11700.0,30353,66.0,1.0,5.0,5.0,1422.0,1195.0,4.0,5.0,3.7,3.0,7.0,2.0,1.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0
11900.0,126000,66.0,1.0,5.0,4.0,1422.0,1205.0,4.0,5.0,3.7,3.0,12.0,7.0,1.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
11949.0,57500,70.0,1.0,3.0,4.0,999.0,1180.0,4.0,5.0,4.4,3.0,5.0,6.0,1.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
11890.0,73945,70.0,1.0,3.0,5.0,999.0,1110.0,4.0,5.0,4.4,3.0,8.0,3.0,2.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
11600.0,96000,66.0,1.0,5.0,5.0,1422.0,1195.0,4.0,5.0,3.7,2.0,6.0,1.0,1.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
11900.0,43120,60.0,2.0,3.0,4.0,999.0,1110.0,4.0,5.0,4.2,3.0,4.0,1.0,3.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
11630.0,110715,66.0,1.0,5.0,5.0,1422.0,1180.0,4.0,5.0,4.482429718875502,3.0,11.0,6.0,2.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
11880.0,31971,60.0,1.0,3.0,4.0,999.0,1110.0,4.0,5.0,4.4,3.0,6.0,5.0,1.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1
11800.0,94800,66.0,1.0,4.0,4.0,1422.0,1180.0,4.0,5.0,3.4,3.0,13.0,5.0,1.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1
11850.0,85000,66.0,1.0,4.0,4.0,1422.0,1180.0,4.0,5.0,3.4,3.0,13.0,5.0,1.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1
11569.0,111265,66.0,1.0,5.0,5.0,1422.0,1180.0,4.0,5.0,4.482429718875502,3.0,10.0,6.0,1.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
11490.0,44120,66.0,1.0,2.0,5.0,1422.0,1195.0,4.0,5.0,3.6,3.0,8.0,5.0,2.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0
11490.0,97976,70.0,1.0,3.0,4.0,999.0,1110.0,4.0,5.0,4.2,3.0,8.0,5.0,2.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
11500.0,106000,66.0,1.0,5.0,4.0,1422.0,1195.0,4.0,5.0,3.7,3.0,12.0,4.0,1.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
11790.0,60000,85.0,0.0,5.0,5.0,1598.0,1250.0,4.0,5.0,3.7,3.0,5.0,1.0,1.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0
11490.0,58000,60.0,2.0,2.0,4.0,999.0,1180.0,4.0,5.0,4.4,3.0,9.0,2.0,3.0,11.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
11470.0,57454,60.0,1.0,3.0,4.0,999.0,1675.0,4.0,5.0,4.4,3.0,11.0,7.0,3.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1
11480.0,94055,66.0,1.0,4.0,4.0,1422.0,1180.0,4.0,5.0,4.482429718875502,3.0,12.0,3.0,2.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0
11180.0,56000,70.0,1.0,5.0,4.0,999.0,1135.0,4.0,5.0,4.2,3.0,4.0,5.0,2.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
11450.0,27600,70.0,1.0,5.0,4.0,999.0,1135.0,4.0,5.0,4.2,3.0,5.0,2.0,3.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
11100.0,111670,85.0,1.0,5.0,5.0,1598.0,1250.0,4.0,5.0,3.0,3.0,12.0,5.0,2.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0
10900.0,30500,66.0,1.0,3.0,4.0,1422.0,1180.0,4.0,5.0,3.8,3.0,7.0,3.0,1.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0
10999.0,69500,70.0,1.0,2.0,4.0,999.0,1180.0,4.0,5.0,4.4,2.0,7.0,1.0,1.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
10900.0,43500,60.0,1.0,2.0,4.0,999.0,1180.0,4.0,5.0,4.2,3.0,4.0,3.0,2.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0
10950.0,45696,70.0,1.0,3.0,5.0,999.0,1195.0,4.0,5.0,4.4,3.0,10.0,3.0,1.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
10800.0,34000,66.0,2.0,3.0,4.0,1422.0,1165.0,4.0,5.0,3.8,3.0,6.0,2.0,3.0,14.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
10600.0,55000,70.0,2.0,3.0,4.0,999.0,1110.0,4.0,5.0,4.2,3.0,6.0,1.0,1.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
10800.0,99000,66.0,1.0,5.0,4.0,1422.0,1205.0,4.0,5.0,3.7,3.0,17.0,8.0,3.0,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0
9950.0,118500,70.0,1.0,3.0,4.0,999.0,1110.0,5.0,5.0,4.4,3.0,13.0,7.0,3.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1
10300.0,85000,70.0,1.0,5.0,5.0,999.0,1135.0,4.0,5.0,4.2,3.0,8.0,4.0,3.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
10000.0,192000,85.0,1.0,5.0,4.0,1598.0,1250.0,5.0,5.0,3.9,3.0,11.0,2.0,1.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1
10490.0,130000,66.0,1.0,4.0,4.0,1422.0,1180.0,4.0,5.0,3.9,3.0,8.0,1.0,2.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1
18900.0,41294,71.0,1.0,5.0,4.0,999.0,1065.0,4.0,7.0,4.4,3.0,10.0,2.0,1.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
18900.0,64000,85.0,1.0,5.0,4.0,1598.0,1720.0,4.0,7.0,4.456227758007118,2.0,13.0,4.0,2.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
18900.0,13135,70.0,1.0,5.0,5.0,999.0,1625.0,4.0,7.0,4.456227758007118,1.0,8.0,3.0,1.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
18900.0,4250,70.0,1.0,5.0,4.0,999.0,1135.0,4.0,7.0,4.4,2.0,11.0,6.0,6.0,15.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18890.0,2949,70.0,1.0,5.0,4.0,999.0,1135.0,4.0,7.0,4.4,1.0,16.0,3.0,3.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
18890.0,17861,71.0,1.0,5.0,4.0,999.0,1195.0,4.0,7.0,4.456227758007118,2.0,9.0,3.0,3.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
18890.0,22800,92.0,1.0,4.0,4.0,1395.0,1180.0,4.0,7.0,5.1,2.0,14.0,6.0,3.0,13.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18880.0,5108,70.0,1.0,5.0,5.0,999.0,1165.0,4.0,7.0,4.4,2.0,18.0,4.0,4.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1
18880.0,11335,70.0,1.0,5.0,5.0,999.0,1195.0,4.0,7.0,4.4,1.0,15.0,8.0,4.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
18880.0,6396,70.0,1.0,5.0,4.0,999.0,1135.0,4.0,7.0,4.4,1.0,16.0,3.0,2.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18880.0,47800,85.0,1.0,4.0,5.0,1598.0,1180.0,4.0,7.0,3.8,3.0,21.0,6.0,4.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
18880.0,7021,70.0,1.0,5.0,5.0,929.0,1180.0,4.0,7.0,4.4,1.0,16.0,6.0,3.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18880.0,30952,92.0,1.0,5.0,4.0,1395.0,1180.0,4.0,7.0,5.2,3.0,16.0,5.0,4.0,14.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
18880.0,33991,92.0,1.0,4.0,4.0,1395.0,1195.0,4.0,7.0,5.2,3.0,18.0,7.0,5.0,13.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
18870.0,35800,66.0,1.0,5.0,4.0,1422.0,1195.0,4.0,7.0,3.8,2.0,16.0,5.0,3.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
18850.0,7672,85.0,1.0,5.0,4.0,1598.0,1630.0,4.0,7.0,3.7,1.0,3.0,1.0,1.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
18500.0,13406,85.0,1.0,5.0,5.0,1598.0,1195.0,1.0,7.0,3.8,1.0,11.0,6.0,4.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
18870.0,8430,70.0,1.0,5.0,4.0,999.0,1180.0,4.0,7.0,4.6,1.0,15.0,6.0,4.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
18497.0,40488,85.0,1.0,5.0,5.0,1598.0,1250.0,4.0,5.0,4.0,3.0,19.0,9.0,4.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
18490.0,24200,66.0,2.0,5.0,4.0,1422.0,1195.0,4.0,7.0,4.1,2.0,14.0,6.0,1.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
18490.0,26500,66.0,1.0,5.0,5.0,1422.0,1180.0,4.0,7.0,4.0,2.0,17.0,7.0,5.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
18490.0,58806,71.0,1.0,5.0,4.0,999.0,1065.0,4.0,7.0,4.4,3.0,14.0,2.0,1.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18500.0,39000,85.0,1.0,3.0,4.0,1598.0,1250.0,4.0,7.0,3.8,3.0,6.0,4.0,2.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
18490.0,16700,92.0,1.0,5.0,4.0,1395.0,1215.0,4.0,7.0,5.1,2.0,12.0,6.0,4.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18490.0,41900,92.0,1.0,3.0,4.0,1395.0,1195.0,4.0,7.0,5.1,3.0,17.0,7.0,6.0,13.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18480.0,15093,92.0,1.0,4.0,5.0,1395.0,1180.0,4.0,7.0,4.9,3.0,15.0,5.0,2.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18480.0,5211,66.0,1.0,5.0,5.0,1422.0,1195.0,4.0,7.0,4.0,1.0,16.0,4.0,2.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
18470.0,12000,70.0,2.0,5.0,4.0,999.0,1180.0,4.0,7.0,4.6,1.0,14.0,7.0,4.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1
18444.0,50066,92.0,1.0,2.0,4.0,1395.0,1180.0,4.0,7.0,4.9,3.0,15.0,5.0,3.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18400.0,51484,71.0,1.0,5.0,4.0,999.0,1065.0,4.0,7.0,4.4,2.0,9.0,2.0,1.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
18400.0,14770,85.0,1.0,5.0,4.0,1598.0,1195.0,1.0,7.0,3.8,1.0,1.0,5.0,2.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18900.0,12415,85.0,1.0,5.0,5.0,1598.0,1275.0,4.0,7.0,4.0,1.0,3.0,6.0,2.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
