make_model,body_type,price,vat,km,hp,type,previous_owners,warranty,paint_type,nr_of_doors,nr_of_seats,gearing_type,displacement,weight,drive_chain,fuel,emission_class,emission_label,gears,comb_consumption,inspection_new,age,cc_index,em_index,ex_index,ss_index,leather_
Audi A1,Sedans,15770,VAT deductible,56013,66.0,Used,2.0,No,Metallic,5.0,5.0,Automatic,1422.0,1220.0,front,Diesel,Euro 6,4.0,7.0,3.8,Yes,3.0,16.0,4.0,3.0,14.0,0.0
Audi A1,Sedans,14500,Unknown,80000,141.0,Used,2.0,No,Uni/basic,3.0,4.0,Automatic,1798.0,1255.0,front,Benzine,Euro 6,4.0,7.0,5.6,No,2.0,9.0,5.0,4.0,15.0,0.0
Audi A1,Sedans,14640,VAT deductible,83450,85.0,Used,1.0,No,Metallic,4.0,4.0,Automatic,1598.0,1195.0,front,Diesel,Euro 6,4.0,7.0,3.8,No,3.0,13.0,2.0,2.0,12.0,0.0
Audi A1,Sedans,14500,Unknown,73000,66.0,Used,1.0,No,Metallic,3.0,4.0,Automatic,1422.0,1195.0,front,Diesel,Euro 6,4.0,6.0,3.8,No,3.0,16.0,8.0,3.0,14.0,0.0
Audi A1,Sedans,16790,Unknown,16200,66.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,1422.0,1195.0,front,Diesel,Euro 6,4.0,7.0,4.1,Yes,3.0,13.0,7.0,4.0,13.0,0.0
Audi A1,Sedans,15090,Unknown,63668,85.0,Used,1.0,No,Metallic,4.0,5.0,Automatic,1598.0,1195.0,front,Diesel,Euro 6,4.0,7.0,3.5,No,3.0,17.0,6.0,4.0,14.0,1.0
Audi A1,Station wagon,16422,VAT deductible,62111,85.0,Used,1.0,No,Metallic,4.0,5.0,Automatic,1598.0,1205.0,front,Diesel,Euro 6,4.0,7.0,3.7,Yes,3.0,15.0,7.0,4.0,13.0,1.0
Audi A1,Compact,14480,VAT deductible,14986,66.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,1422.0,1180.0,front,Diesel,Euro 6,4.0,7.0,3.7,Yes,3.0,10.0,3.0,1.0,12.0,0.0
Audi A1,Sedans,16700,Unknown,57000,85.0,Used,1.0,warranty,Metallic,5.0,4.0,Automatic,1598.0,1275.0,front,Diesel,Euro 6,4.0,7.0,3.7,No,3.0,2.0,1.0,1.0,9.0,0.0
Audi A1,Sedans,17990,Unknown,16103,70.0,Used,1.0,warranty,Uni/basic,5.0,4.0,Automatic,999.0,1195.0,front,Benzine,Euro 6,4.0,7.0,4.456227758007118,No,2.0,12.0,5.0,2.0,13.0,0.0
Audi A1,Sedans,18500,VAT deductible,11300,85.0,Used,1.0,No,Metallic,3.0,4.0,Automatic,1598.0,1250.0,front,Diesel,Euro 6,4.0,7.0,4.0,No,1.0,3.0,7.0,2.0,13.0,0.0
Audi A1,Sedans,17990,Unknown,26415,92.0,Used,1.0,No,Uni/basic,4.0,5.0,Automatic,1395.0,1195.0,front,Benzine,Euro 6,4.0,7.0,4.9,Yes,3.0,16.0,5.0,2.0,13.0,0.0
Audi A1,Sedans,18380,Unknown,31600,92.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,1395.0,1195.0,front,Benzine,Euro 6,4.0,7.0,4.9,No,3.0,17.0,7.0,6.0,14.0,1.0
Audi A1,Sedans,18399,Unknown,45764,112.0,Used,1.0,warranty,Uni/basic,3.0,4.0,Automatic,1395.0,1195.0,front,Benzine,Euro 6,4.0,7.0,4.456227758007118,No,3.0,11.0,3.0,3.0,13.0,0.0
Audi A1,Sedans,17990,VAT deductible,34914,70.0,Used,1.0,No,Metallic,5.0,4.0,Automatic,999.0,1135.0,front,Benzine,Euro 6,4.0,7.0,4.2,No,3.0,16.0,5.0,3.0,14.0,0.0
Audi A1,Sedans,18700,VAT deductible,27000,85.0,Employee's car,1.0,warranty,Metallic,5.0,4.0,Automatic,1598.0,1275.0,front,Diesel,Euro 6,4.0,7.0,3.7,No,3.0,11.0,7.0,1.0,12.0,0.0
Audi A1,Sedans,18900,VAT deductible,9752,85.0,Used,1.0,No,Uni/basic,5.0,4.0,Automatic,1598.0,1175.0,front,Diesel,Euro 6,4.0,5.0,3.5,No,1.0,3.0,3.0,3.0,8.0,0.0
Audi A1,Sedans,18500,VAT deductible,28408,66.0,Used,1.0,No,Uni/basic,5.0,5.0,Automatic,1422.0,1220.0,front,Diesel,Euro 6,4.0,7.0,3.8,No,2.0,12.0,6.0,2.0,12.0,0.0
Audi A1,Compact,18400,VAT deductible,50280,70.0,Used,2.0,warranty,Uni/basic,5.0,5.0,Automatic,999.0,1065.0,front,Benzine,Euro 6,4.0,7.0,4.5,No,3.0,10.0,5.0,1.0,12.0,0.0
Audi A1,Sedans,18500,VAT deductible,13406,85.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,1598.0,1195.0,front,Diesel,Euro 6,1.0,7.0,3.8,No,1.0,11.0,6.0,4.0,12.0,0.0
Audi A1,Sedans,18500,Unknown,51160,85.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Automatic,1598.0,1275.0,front,Diesel,Euro 6,4.0,7.0,4.0,No,2.0,15.0,8.0,4.0,20.0,0.0
Audi A1,Sedans,18500,VAT deductible,15850,92.0,Used,1.0,warranty,Metallic,5.0,5.0,Automatic,1395.0,1180.0,front,Benzine,Euro 6,4.0,7.0,4.9,Yes,3.0,18.0,7.0,3.0,16.0,0.0
Audi A1,Sedans,18900,Unknown,17000,92.0,Used,1.0,No,Metallic,3.0,4.0,Automatic,1395.0,1190.0,front,Benzine,Euro 6,4.0,7.0,4.9,No,3.0,15.0,8.0,5.0,16.0,0.0
Audi A1,Sedans,18850,VAT deductible,9077,85.0,Used,1.0,No,Metallic,5.0,4.0,Automatic,1598.0,1630.0,front,Diesel,Euro 6,4.0,7.0,3.7,No,1.0,3.0,1.0,1.0,9.0,1.0
Audi A1,Sedans,18500,VAT deductible,3000,70.0,Used,1.0,No,Uni/basic,5.0,4.0,Automatic,999.0,1165.0,front,Benzine,Euro 6,4.0,7.0,4.4,No,1.0,14.0,8.0,2.0,17.0,0.0
Audi A1,Sedans,8999,Unknown,115000,70.0,Used,1.0,No,Uni/basic,5.0,4.0,Manual,999.0,1135.0,front,Benzine,Euro 6,4.0,5.0,4.2,No,3.0,5.0,2.0,2.0,14.0,0.0
Audi A1,Compact,11444,VAT deductible,84029,70.0,Used,1.0,No,Metallic,2.0,4.0,Manual,999.0,1180.0,front,Benzine,Euro 6,4.0,5.0,4.2,Yes,3.0,15.0,7.0,2.0,13.0,0.0
Audi A1,Sedans,11300,Unknown,67800,70.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,999.0,1135.0,front,Benzine,Euro 6,4.0,5.0,4.2,No,3.0,5.0,1.0,1.0,14.0,0.0
Audi A1,Sedans,18900,VAT deductible,14556,66.0,Used,1.0,No,Uni/basic,5.0,5.0,Automatic,1422.0,1195.0,front,Diesel,Euro 6,4.0,7.0,4.3,No,1.0,2.0,5.0,1.0,5.0,0.0
Audi A1,Compact,11290,Unknown,22000,70.0,Used,1.0,No,Metallic,4.0,4.0,Manual,999.0,1180.0,front,Benzine,Euro 6,4.0,5.0,4.4,No,3.0,5.0,5.0,1.0,11.0,0.0
Audi A1,Compact,11290,Unknown,38400,66.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1422.0,1195.0,front,Diesel,Euro 6,4.0,5.0,3.0,No,3.0,12.0,5.0,2.0,13.0,0.0
Audi A1,Sedans,11440,VAT deductible,83307,66.0,Used,1.0,warranty,Uni/basic,3.0,4.0,Manual,1422.0,1195.0,front,Diesel,Euro 6,4.0,5.0,3.6,No,3.0,9.0,6.0,2.0,13.0,0.0
Audi A1,Compact,11445,VAT deductible,39668,70.0,Used,1.0,No,Metallic,3.0,4.0,Manual,999.0,1180.0,front,Benzine,Euro 6,4.0,5.0,4.4,Yes,3.0,5.0,3.0,2.0,12.0,0.0
Audi A1,Sedans,11700,VAT deductible,30353,66.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1422.0,1195.0,front,Diesel,Euro 6,4.0,5.0,3.7,No,3.0,7.0,2.0,1.0,14.0,0.0
Audi A1,Sedans,11900,Unknown,126000,66.0,Used,1.0,No,Uni/basic,5.0,4.0,Manual,1422.0,1205.0,front,Diesel,Euro 6,4.0,5.0,3.7,No,3.0,12.0,7.0,1.0,13.0,0.0
Audi A1,Compact,11949,VAT deductible,57500,70.0,Used,1.0,No,Uni/basic,3.0,4.0,Manual,999.0,1180.0,front,Benzine,Euro 6,4.0,5.0,4.4,Yes,3.0,5.0,6.0,1.0,12.0,0.0
Audi A1,Sedans,11890,Unknown,73945,70.0,Used,1.0,No,Uni/basic,3.0,5.0,Manual,999.0,1110.0,front,Benzine,Euro 6,4.0,5.0,4.4,Yes,3.0,8.0,3.0,2.0,12.0,0.0
Audi A1,Sedans,11600,VAT deductible,96000,66.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1422.0,1195.0,front,Diesel,Euro 6,4.0,5.0,3.7,No,2.0,6.0,1.0,1.0,13.0,0.0
Audi A1,Sedans,11900,Unknown,43120,60.0,Used,2.0,No,Metallic,3.0,4.0,Manual,999.0,1110.0,front,Benzine,Euro 6,4.0,5.0,4.2,No,3.0,4.0,1.0,3.0,13.0,0.0
Audi A1,Compact,11630,VAT deductible,110715,66.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1422.0,1180.0,front,Diesel,Euro 6,4.0,5.0,4.482429718875502,No,3.0,11.0,6.0,2.0,9.0,0.0
Audi A1,Compact,11880,VAT deductible,31971,60.0,Used,1.0,warranty,Uni/basic,3.0,4.0,Manual,999.0,1110.0,front,Benzine,Euro 6,4.0,5.0,4.4,Yes,3.0,6.0,5.0,1.0,12.0,0.0
Audi A1,Compact,11800,VAT deductible,94800,66.0,Used,1.0,No,Metallic,4.0,4.0,Manual,1422.0,1180.0,front,Diesel,Euro 6,4.0,5.0,3.4,Yes,3.0,13.0,5.0,1.0,13.0,0.0
Audi A1,Compact,11850,VAT deductible,85000,66.0,Used,1.0,No,Metallic,4.0,4.0,Manual,1422.0,1180.0,front,Diesel,Euro 6,4.0,5.0,3.4,Yes,3.0,13.0,5.0,1.0,13.0,0.0
Audi A1,Compact,11569,VAT deductible,111265,66.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1422.0,1180.0,front,Diesel,Euro 6,4.0,5.0,4.482429718875502,No,3.0,10.0,6.0,1.0,9.0,0.0
Audi A1,Sedans,11490,VAT deductible,44120,66.0,Used,1.0,No,Uni/basic,2.0,5.0,Manual,1422.0,1195.0,front,Diesel,Euro 6,4.0,5.0,3.6,No,3.0,8.0,5.0,2.0,12.0,0.0
Audi A1,Sedans,11490,VAT deductible,97976,70.0,Used,1.0,No,Metallic,3.0,4.0,Manual,999.0,1110.0,front,Benzine,Euro 6,4.0,5.0,4.2,No,3.0,8.0,5.0,2.0,12.0,0.0
Audi A1,Sedans,11500,Unknown,106000,66.0,Used,1.0,No,Metallic,5.0,4.0,Manual,1422.0,1195.0,front,Diesel,Euro 6,4.0,5.0,3.7,No,3.0,12.0,4.0,1.0,10.0,0.0
Audi A1,Sedans,11790,Unknown,60000,85.0,Used,0.0,warranty,Uni/basic,5.0,5.0,Manual,1598.0,1250.0,front,Diesel,Euro 6,4.0,5.0,3.7,No,3.0,5.0,1.0,1.0,13.0,0.0
Audi A1,Compact,11490,Unknown,58000,60.0,Used,2.0,No,Metallic,2.0,4.0,Manual,999.0,1180.0,front,Benzine,Euro 6,4.0,5.0,4.4,Yes,3.0,9.0,2.0,3.0,11.0,1.0
Audi A1,Compact,11470,VAT deductible,57454,60.0,Used,1.0,warranty,Uni/basic,3.0,4.0,Manual,999.0,1675.0,front,Benzine,Euro 6,4.0,5.0,4.4,Yes,3.0,11.0,7.0,3.0,13.0,0.0
Audi A1,Compact,11480,VAT deductible,94055,66.0,Used,1.0,No,Uni/basic,4.0,4.0,Manual,1422.0,1180.0,front,Diesel,Euro 6,4.0,5.0,4.482429718875502,No,3.0,12.0,3.0,2.0,10.0,0.0
Audi A1,Sedans,11180,Unknown,56000,70.0,Used,1.0,No,Uni/basic,5.0,4.0,Manual,999.0,1135.0,front,Benzine,Euro 6,4.0,5.0,4.2,No,3.0,4.0,5.0,2.0,12.0,0.0
Audi A1,Sedans,11450,Unknown,27600,70.0,Used,1.0,No,Metallic,5.0,4.0,Manual,999.0,1135.0,front,Benzine,Euro 6,4.0,5.0,4.2,No,3.0,5.0,2.0,3.0,14.0,0.0
Audi A1,Compact,11100,Unknown,111670,85.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1598.0,1250.0,front,Diesel,Euro 6,4.0,5.0,3.0,No,3.0,12.0,5.0,2.0,13.0,0.0
Audi A1,Compact,10900,VAT deductible,30500,66.0,Used,1.0,No,Uni/basic,3.0,4.0,Manual,1422.0,1180.0,front,Diesel,Euro 6,4.0,5.0,3.8,No,3.0,7.0,3.0,1.0,12.0,0.0
Audi A1,Compact,10999,VAT deductible,69500,70.0,Used,1.0,No,Metallic,2.0,4.0,Manual,999.0,1180.0,front,Benzine,Euro 5,4.0,5.0,4.4,No,2.0,7.0,1.0,1.0,10.0,0.0
Audi A1,Compact,10900,VAT deductible,43500,60.0,Used,1.0,No,Uni/basic,2.0,4.0,Manual,999.0,1180.0,front,Benzine,Euro 6,4.0,5.0,4.2,No,3.0,4.0,3.0,2.0,11.0,0.0
Audi A1,Sedans,10950,VAT deductible,45696,70.0,Used,1.0,No,Metallic,3.0,5.0,Manual,999.0,1195.0,front,Benzine,Euro 6,4.0,5.0,4.4,No,3.0,10.0,3.0,1.0,12.0,0.0
Audi A1,Sedans,10800,Unknown,34000,66.0,Used,2.0,No,Metallic,3.0,4.0,Manual,1422.0,1165.0,front,Diesel,Euro 6,4.0,5.0,3.8,No,3.0,6.0,2.0,3.0,14.0,1.0
Audi A1,Sedans,10600,Unknown,55000,70.0,Used,2.0,No,Uni/basic,3.0,4.0,Manual,999.0,1110.0,front,Benzine,Euro 6,4.0,5.0,4.2,No,3.0,6.0,1.0,1.0,13.0,0.0
Audi A1,Sedans,10800,VAT deductible,99000,66.0,Used,1.0,warranty,Metallic,5.0,4.0,Manual,1422.0,1205.0,front,Diesel,Euro 6,4.0,5.0,3.7,No,3.0,17.0,8.0,3.0,17.0,0.0
Audi A1,Compact,9950,VAT deductible,118500,70.0,Used,1.0,warranty,Metallic,3.0,4.0,Manual,999.0,1110.0,front,Benzine,Euro 6,5.0,5.0,4.4,Yes,3.0,13.0,7.0,3.0,14.0,0.0
Audi A1,Sedans,10300,Unknown,85000,70.0,Used,1.0,No,Metallic,5.0,5.0,Manual,999.0,1135.0,front,Benzine,Euro 6,4.0,5.0,4.2,No,3.0,8.0,4.0,3.0,12.0,0.0
Audi A1,Sedans,10000,VAT deductible,192000,85.0,Used,1.0,No,Uni/basic,5.0,4.0,Manual,1598.0,1250.0,front,Diesel,Euro 6,5.0,5.0,3.9,Yes,3.0,11.0,2.0,1.0,14.0,0.0
Audi A1,Compact,10490,VAT deductible,130000,66.0,Used,1.0,No,Uni/basic,4.0,4.0,Manual,1422.0,1180.0,front,Diesel,Euro 6,4.0,5.0,3.9,Yes,3.0,8.0,1.0,2.0,12.0,0.0
Audi A1,Compact,18900,Unknown,41294,71.0,Used,1.0,warranty,Metallic,5.0,4.0,Automatic,999.0,1065.0,front,Benzine,Euro 6,4.0,7.0,4.4,No,3.0,10.0,2.0,1.0,11.0,0.0
Audi A1,Sedans,18900,Unknown,64000,85.0,Used,1.0,warranty,Uni/basic,5.0,4.0,Automatic,1598.0,1720.0,front,Diesel,Euro 6,4.0,7.0,4.456227758007118,No,2.0,13.0,4.0,2.0,9.0,1.0
Audi A1,Sedans,18900,VAT deductible,13135,70.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Automatic,999.0,1625.0,front,Benzine,Euro 6,4.0,7.0,4.456227758007118,No,1.0,8.0,3.0,1.0,6.0,0.0
Audi A1,Sedans,18900,Unknown,4250,70.0,Used,1.0,No,Metallic,5.0,4.0,Automatic,999.0,1135.0,front,Benzine,Euro 6,4.0,7.0,4.4,No,2.0,11.0,6.0,6.0,15.0,1.0
Audi A1,Sedans,18890,Unknown,2949,70.0,Used,1.0,warranty,Metallic,5.0,4.0,Automatic,999.0,1135.0,front,Benzine,Euro 6,4.0,7.0,4.4,No,1.0,16.0,3.0,3.0,9.0,0.0
Audi A1,Sedans,18890,Unknown,17861,71.0,Used,1.0,warranty,Uni/basic,5.0,4.0,Automatic,999.0,1195.0,front,Benzine,Euro 6,4.0,7.0,4.456227758007118,No,2.0,9.0,3.0,3.0,11.0,0.0
Audi A1,Compact,18890,Unknown,22800,92.0,Used,1.0,No,Metallic,4.0,4.0,Automatic,1395.0,1180.0,front,Benzine,Euro 6,4.0,7.0,5.1,No,2.0,14.0,6.0,3.0,13.0,1.0
Audi A1,Sedans,18880,VAT deductible,5108,70.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Automatic,999.0,1165.0,front,Benzine,Euro 6,4.0,7.0,4.4,Yes,2.0,18.0,4.0,4.0,15.0,0.0
Audi A1,Sedans,18880,VAT deductible,11335,70.0,Employee's car,1.0,No,Metallic,5.0,5.0,Automatic,999.0,1195.0,front,Benzine,Euro 6,4.0,7.0,4.4,Yes,1.0,15.0,8.0,4.0,15.0,0.0
Audi A1,Compact,18880,VAT deductible,6396,70.0,Used,1.0,No,Metallic,5.0,4.0,Automatic,999.0,1135.0,front,Benzine,Euro 6,4.0,7.0,4.4,No,1.0,16.0,3.0,2.0,12.0,0.0
Audi A1,Compact,18880,VAT deductible,47800,85.0,Used,1.0,No,Metallic,4.0,5.0,Automatic,1598.0,1180.0,front,Diesel,Euro 6,4.0,7.0,3.8,Yes,3.0,21.0,6.0,4.0,15.0,0.0
Audi A1,Compact,18880,VAT deductible,7021,70.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,929.0,1180.0,front,Benzine,Euro 6,4.0,7.0,4.4,No,1.0,16.0,6.0,3.0,11.0,0.0
Audi A1,Compact,18880,VAT deductible,30952,92.0,Used,1.0,warranty,Metallic,5.0,4.0,Automatic,1395.0,1180.0,front,Benzine,Euro 6,4.0,7.0,5.2,No,3.0,16.0,5.0,4.0,14.0,1.0
Audi A1,Sedans,18880,VAT deductible,33991,92.0,Used,1.0,No,Metallic,4.0,4.0,Automatic,1395.0,1195.0,front,Benzine,Euro 6,4.0,7.0,5.2,Yes,3.0,18.0,7.0,5.0,13.0,1.0
Audi A1,Sedans,18870,VAT deductible,35800,66.0,Used,1.0,No,Metallic,5.0,4.0,Automatic,1422.0,1195.0,front,Diesel,Euro 6,4.0,7.0,3.8,Yes,2.0,16.0,5.0,3.0,13.0,0.0
Audi A1,Sedans,18850,VAT deductible,7672,85.0,Used,1.0,No,Metallic,5.0,4.0,Automatic,1598.0,1630.0,front,Diesel,Euro 6,4.0,7.0,3.7,No,1.0,3.0,1.0,1.0,9.0,1.0
Audi A1,Sedans,18500,VAT deductible,13406,85.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,1598.0,1195.0,front,Diesel,Euro 6,1.0,7.0,3.8,No,1.0,11.0,6.0,4.0,12.0,0.0
Audi A1,Compact,18870,VAT deductible,8430,70.0,Used,1.0,warranty,Metallic,5.0,4.0,Automatic,999.0,1180.0,front,Benzine,Euro 6,4.0,7.0,4.6,Yes,1.0,15.0,6.0,4.0,11.0,0.0
Audi A1,Compact,18497,Unknown,40488,85.0,Used,1.0,warranty,Metallic,5.0,5.0,Automatic,1598.0,1250.0,front,Diesel,Euro 6,4.0,5.0,4.0,Yes,3.0,19.0,9.0,4.0,15.0,0.0
Audi A1,Compact,18490,Unknown,24200,66.0,Used,2.0,No,Metallic,5.0,4.0,Automatic,1422.0,1195.0,front,Diesel,Euro 6,4.0,7.0,4.1,No,2.0,14.0,6.0,1.0,13.0,0.0
Audi A1,Compact,18490,Unknown,26500,66.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,1422.0,1180.0,front,Diesel,Euro 6,4.0,7.0,4.0,Yes,2.0,17.0,7.0,5.0,15.0,0.0
Audi A1,Compact,18490,VAT deductible,58806,71.0,Used,1.0,No,Metallic,5.0,4.0,Automatic,999.0,1065.0,front,Benzine,Euro 6,4.0,7.0,4.4,No,3.0,14.0,2.0,1.0,11.0,0.0
Audi A1,Sedans,18500,Unknown,39000,85.0,Used,1.0,No,Metallic,3.0,4.0,Automatic,1598.0,1250.0,front,Diesel,Euro 6,4.0,7.0,3.8,No,3.0,6.0,4.0,2.0,10.0,0.0
Audi A1,Sedans,18490,Unknown,16700,92.0,Used,1.0,No,Metallic,5.0,4.0,Automatic,1395.0,1215.0,front,Benzine,Euro 6,4.0,7.0,5.1,No,2.0,12.0,6.0,4.0,14.0,0.0
Audi A1,Sedans,18490,VAT deductible,41900,92.0,Used,1.0,No,Metallic,3.0,4.0,Automatic,1395.0,1195.0,front,Benzine,Euro 6,4.0,7.0,5.1,No,3.0,17.0,7.0,6.0,13.0,1.0
Audi A1,Compact,18480,VAT deductible,15093,92.0,Used,1.0,No,Metallic,4.0,5.0,Automatic,1395.0,1180.0,front,Benzine,Euro 6,4.0,7.0,4.9,No,3.0,15.0,5.0,2.0,13.0,0.0
Audi A1,Sedans,18480,VAT deductible,5211,66.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,1422.0,1195.0,front,Diesel,Euro 6,4.0,7.0,4.0,No,1.0,16.0,4.0,2.0,10.0,0.0
Audi A1,Compact,18470,VAT deductible,12000,70.0,Used,2.0,warranty,Uni/basic,5.0,4.0,Automatic,999.0,1180.0,front,Benzine,Euro 6,4.0,7.0,4.6,Yes,1.0,14.0,7.0,4.0,11.0,0.0
Audi A1,Compact,18444,VAT deductible,50066,92.0,Used,1.0,No,Metallic,2.0,4.0,Automatic,1395.0,1180.0,front,Benzine,Euro 6,4.0,7.0,4.9,No,3.0,15.0,5.0,3.0,14.0,0.0
Audi A1,Compact,18400,VAT deductible,51484,71.0,Used,1.0,warranty,Metallic,5.0,4.0,Automatic,999.0,1065.0,front,Benzine,Euro 6,4.0,7.0,4.4,No,2.0,9.0,2.0,1.0,11.0,0.0
Audi A1,Sedans,18400,VAT deductible,14770,85.0,Employee's car,1.0,No,Metallic,5.0,4.0,Automatic,1598.0,1195.0,front,Diesel,Euro 6,1.0,7.0,3.8,No,1.0,1.0,5.0,2.0,7.0,0.0
Audi A1,Sedans,18900,VAT deductible,12415,85.0,Used,1.0,warranty,Metallic,5.0,5.0,Automatic,1598.0,1275.0,front,Diesel,Euro 6,4.0,7.0,4.0,No,1.0,3.0,6.0,2.0,13.0,0.0
Audi A1,Sedans,18900,VAT deductible,26064,85.0,Used,1.0,warranty,Metallic,5.0,4.0,Automatic,1598.0,1275.0,front,Diesel,Euro 6,4.0,7.0,4.0,No,1.0,5.0,5.0,1.0,12.0,0.0
Audi A1,Sedans,18900,VAT deductible,16500,85.0,Employee's car,1.0,warranty,Metallic,5.0,5.0,Automatic,1598.0,1275.0,front,Diesel,Euro 6,4.0,7.0,4.0,No,1.0,9.0,8.0,5.0,14.0,0.0
Audi A1,Sedans,18900,Unknown,9000,92.0,Used,1.0,No,Metallic,5.0,4.0,Automatic,1395.0,1215.0,front,Benzine,Euro 6,4.0,7.0,4.9,No,3.0,4.0,1.0,2.0,13.0,0.0
Audi A1,Sedans,18900,VAT deductible,12402,85.0,Used,1.0,warranty,Metallic,5.0,5.0,Automatic,1598.0,1275.0,front,Diesel,Euro 6,4.0,7.0,4.0,No,1.0,3.0,6.0,2.0,13.0,0.0
Audi A1,Sedans,18900,VAT deductible,14702,85.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Automatic,1598.0,1275.0,front,Diesel,Euro 6,4.0,7.0,4.0,No,1.0,3.0,6.0,2.0,13.0,0.0
Audi A1,Sedans,18900,VAT deductible,14523,85.0,Employee's car,1.0,warranty,Metallic,5.0,4.0,Automatic,1598.0,1275.0,front,Diesel,Euro 6,4.0,7.0,4.0,No,1.0,2.0,3.0,2.0,8.0,0.0
Audi A1,Sedans,18900,VAT deductible,9082,85.0,Used,1.0,warranty,Metallic,5.0,5.0,Automatic,1598.0,1275.0,front,Diesel,Euro 6,4.0,7.0,4.0,No,1.0,3.0,6.0,2.0,13.0,0.0
Audi A1,Sedans,18900,VAT deductible,9580,85.0,Used,1.0,No,Uni/basic,5.0,4.0,Automatic,1598.0,1175.0,front,Diesel,Euro 6,4.0,5.0,3.5,No,1.0,3.0,3.0,3.0,8.0,0.0
Audi A1,Sedans,18900,VAT deductible,10013,85.0,Used,1.0,No,Uni/basic,5.0,4.0,Automatic,1598.0,1175.0,front,Diesel,Euro 6,4.0,5.0,3.5,No,1.0,3.0,3.0,3.0,8.0,0.0
Audi A1,Sedans,18900,VAT deductible,10450,85.0,Used,1.0,No,Uni/basic,5.0,4.0,Automatic,1598.0,1175.0,front,Diesel,Euro 6,4.0,5.0,3.5,No,1.0,3.0,3.0,3.0,8.0,0.0
Audi A1,Sedans,18900,VAT deductible,14878,85.0,Used,1.0,warranty,Metallic,5.0,5.0,Automatic,1598.0,1275.0,front,Diesel,Euro 6,4.0,7.0,4.0,No,1.0,3.0,6.0,2.0,13.0,0.0
Audi A1,Sedans,18900,VAT deductible,10273,85.0,Used,1.0,No,Uni/basic,5.0,4.0,Automatic,1598.0,1175.0,front,Diesel,Euro 6,4.0,5.0,3.5,No,1.0,3.0,3.0,3.0,8.0,0.0
Audi A1,Compact,18900,Unknown,47500,71.0,Used,1.0,No,Metallic,5.0,4.0,Automatic,999.0,1065.0,front,Benzine,Euro 6,4.0,7.0,4.4,No,3.0,17.0,3.0,2.0,12.0,0.0
Audi A1,Sedans,18900,VAT deductible,9466,85.0,Used,1.0,No,Uni/basic,5.0,4.0,Automatic,1598.0,1175.0,front,Diesel,Euro 6,4.0,5.0,3.5,No,1.0,3.0,3.0,3.0,8.0,0.0
Audi A1,Sedans,18900,VAT deductible,18971,85.0,Used,1.0,No,Uni/basic,5.0,5.0,Automatic,1598.0,1200.0,front,Diesel,Euro 6,4.0,7.0,3.7,No,1.0,3.0,3.0,2.0,10.0,0.0
Audi A1,Compact,18900,VAT deductible,31877,70.0,Used,1.0,warranty,Metallic,5.0,5.0,Automatic,999.0,1165.0,front,Benzine,Euro 6,4.0,7.0,4.5,No,1.0,11.0,2.0,2.0,12.0,0.0
Audi A1,Sedans,18900,VAT deductible,9878,85.0,Used,1.0,No,Uni/basic,5.0,4.0,Automatic,1598.0,1175.0,front,Diesel,Euro 6,4.0,5.0,3.5,No,1.0,3.0,3.0,3.0,8.0,0.0
Audi A1,Compact,18900,VAT deductible,17535,70.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,999.0,1180.0,front,Benzine,Euro 6,4.0,7.0,4.6,No,1.0,16.0,6.0,3.0,15.0,0.0
Audi A1,Compact,18850,Unknown,76264,92.0,Used,1.0,No,Metallic,5.0,4.0,Automatic,1395.0,1115.0,front,Benzine,Euro 6,4.0,7.0,4.9,No,3.0,12.0,3.0,1.0,3.0,0.0
Audi A1,Compact,18850,VAT deductible,6695,70.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,999.0,1180.0,front,Benzine,Euro 6,4.0,7.0,4.6,No,1.0,14.0,7.0,3.0,13.0,0.0
Audi A1,Sedans,18850,VAT deductible,21275,92.0,Used,1.0,No,Metallic,4.0,4.0,Automatic,1395.0,1195.0,front,Benzine,Euro 6,4.0,7.0,4.9,Yes,3.0,17.0,5.0,4.0,14.0,0.0
Audi A1,Sedans,18850,VAT deductible,12261,66.0,Used,2.0,warranty,Metallic,5.0,5.0,Automatic,1422.0,1665.0,front,Diesel,Euro 6,4.0,7.0,3.9,No,1.0,6.0,1.0,1.0,10.0,0.0
