make_model,body_type,price,vat,km,hp,type,previous_owners,warranty,paint_type,nr_of_doors,nr_of_seats,gearing_type,displacement,weight,drive_chain,fuel,emission_class,emission_label,gears,comb_consumption,inspection_new,age,cc_index,em_index,ex_index,ss_index,leather_
Opel Astra,Sedans,14440,VAT deductible,28891,81.0,Used,1.0,warranty,Metallic,4.0,5.0,Manual,1598.0,1308.0,front,Diesel,Euro 6,4.0,6.0,3.4,Yes,1.0,16.0,4.0,1.0,17.0,0.0
Opel Astra,Sedans,14400,VAT deductible,26192,81.0,Employee's car,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1328.0,front,Diesel,Euro 6c,4.0,6.0,3.6,No,1.0,13.0,8.0,3.0,16.0,0.0
Opel Astra,Station wagon,14400,Unknown,30649,100.0,Employee's car,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1328.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,1.0,10.0,3.0,1.0,11.0,0.0
Opel Astra,Sedans,14390,VAT deductible,22750,77.0,Employee's car,1.0,No,Uni/basic,5.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6,3.0,5.0,4.861184210526315,No,1.0,13.0,5.0,2.0,13.0,0.0
Opel Astra,Other,14300,Unknown,19327,81.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1360.0,front,Diesel,Euro 6,4.0,6.0,3.7,No,1.0,15.0,5.0,2.0,14.0,0.0
Opel Astra,Compact,14300,Unknown,18532,81.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1360.0,front,Diesel,Euro 6,4.0,6.0,3.7,No,1.0,15.0,5.0,2.0,14.0,0.0
Opel Astra,Compact,14300,Unknown,19327,81.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1360.0,front,Diesel,Euro 6,4.0,6.0,3.7,No,1.0,15.0,5.0,2.0,14.0,0.0
Opel Astra,Other,14300,Unknown,17100,81.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1360.0,front,Diesel,Euro 6,4.0,6.0,3.7,No,1.0,15.0,5.0,2.0,14.0,0.0
Opel Astra,Station wagon,14300,Unknown,20468,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1403.0,front,Diesel,Euro 6,4.0,6.0,3.9,No,1.0,15.0,5.0,2.0,14.0,0.0
Opel Astra,Sedans,14299,VAT deductible,13500,77.0,Used,2.0,No,Uni/basic,5.0,5.0,Manual,999.0,1273.0,front,Benzine,Euro 6,4.0,6.0,4.3,No,1.0,17.0,6.0,2.0,15.0,0.0
Opel Astra,Sedans,14290,VAT deductible,20300,77.0,Used,1.0,No,Metallic,4.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6,4.0,6.0,4.3,No,1.0,15.0,5.0,3.0,12.0,0.0
Opel Astra,Sedans,14300,VAT deductible,18996,81.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1285.0,front,Diesel,Euro 6,4.0,6.0,3.5,No,1.0,7.0,2.0,1.0,11.0,0.0
Opel Astra,Sedans,14290,VAT deductible,21288,74.0,Used,1.0,warranty,Uni/basic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,5.0,4.861184210526315,No,1.0,5.0,5.0,1.0,14.0,0.0
Opel Astra,Sedans,14275,VAT deductible,10,66.0,Pre-registered,1.0,No,Uni/basic,4.0,5.0,Manual,998.0,1308.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,5.0,Yes,0.0,5.0,1.0,1.0,14.0,0.0
Opel Astra,Sedans,13400,VAT deductible,27063,92.0,Employee's car,2.0,No,Metallic,4.0,5.0,Manual,1490.0,1308.0,front,Benzine,Euro 6,4.0,6.0,6.2,No,1.0,17.0,5.0,3.0,20.0,0.0
Opel Astra,Station wagon,14250,VAT deductible,23950,81.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1393.0,front,Diesel,Euro 6,4.0,6.0,3.5,No,1.0,16.0,2.0,2.0,13.0,0.0
Opel Astra,Sedans,13400,VAT deductible,27103,92.0,Employee's car,1.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,1.0,17.0,5.0,5.0,20.0,0.0
Opel Astra,Sedans,13300,VAT deductible,28216,92.0,Employee's car,1.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,1.0,17.0,5.0,5.0,20.0,0.0
Opel Astra,Station wagon,13300,Unknown,23727,92.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1400.0,1322.0,front,Benzine,Euro 5,4.0,6.0,5.1,No,1.0,6.0,1.0,2.0,8.0,0.0
Opel Astra,Sedans,13400,VAT deductible,26539,92.0,Employee's car,1.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,1.0,17.0,5.0,5.0,20.0,0.0
Opel Astra,Compact,13300,Unknown,38474,81.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1598.0,1360.0,front,Diesel,Euro 6,4.0,6.0,3.7,No,1.0,15.0,5.0,2.0,14.0,0.0
Opel Astra,Sedans,13250,VAT deductible,29464,92.0,Employee's car,1.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,1.0,17.0,5.0,6.0,19.0,0.0
Opel Astra,Sedans,13000,Unknown,3550,77.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,998.0,1273.0,front,Benzine,Euro 6,4.0,5.0,4.4,No,1.0,14.0,5.0,1.0,11.0,0.0
Opel Astra,Sedans,13100,VAT deductible,30932,92.0,Employee's car,1.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,1.0,17.0,5.0,5.0,20.0,0.0
Opel Astra,Sedans,13200,VAT deductible,29998,92.0,Employee's car,1.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,1.0,17.0,5.0,5.0,20.0,0.0
Opel Astra,Sedans,13980,VAT deductible,19239,77.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6,4.0,5.0,4.5,Yes,1.0,15.0,5.0,1.0,14.0,0.0
Opel Astra,Sedans,13980,VAT deductible,27020,77.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,999.0,1273.0,front,Benzine,Euro 6,4.0,5.0,4.3,No,1.0,10.0,6.0,3.0,14.0,0.0
Opel Astra,Sedans,13100,VAT deductible,31671,92.0,Employee's car,1.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,1.0,17.0,5.0,5.0,20.0,0.0
Opel Astra,Sedans,13979,VAT deductible,11910,77.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6,4.0,5.0,4.3,Yes,1.0,14.0,5.0,1.0,13.0,0.0
Opel Astra,Sedans,13950,Unknown,14200,81.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1364.0,front,Diesel,Euro 6,4.0,6.0,3.3,No,1.0,18.0,5.0,1.0,13.0,0.0
Opel Astra,Sedans,13929,VAT deductible,0,66.0,New,0.0,No,Uni/basic,5.0,5.0,Manual,998.0,1308.0,front,Benzine,Euro 6,4.0,6.0,4.7,No,0.0,15.0,5.0,2.0,14.0,0.0
Opel Astra,Sedans,13950,Unknown,14200,81.0,Used,1.0,No,Metallic,5.0,5.0,Manual,1598.0,1364.0,front,Diesel,Euro 6,4.0,6.0,3.3,No,1.0,8.0,4.0,2.0,8.0,0.0
Opel Astra,Sedans,13945,VAT deductible,0,74.0,New,0.0,No,Uni/basic,5.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,5.0,5.5,Yes,0.0,2.0,5.0,2.0,11.0,0.0
Opel Astra,Sedans,13900,Unknown,27950,81.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1360.0,front,Diesel,Euro 6,4.0,6.0,3.5,No,1.0,10.0,4.0,1.0,12.0,0.0
Opel Astra,Sedans,13900,VAT deductible,12758,110.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,4.861184210526315,No,1.0,14.0,4.0,3.0,14.0,0.0
Opel Astra,Sedans,13900,VAT deductible,20000,77.0,Used,1.0,No,Metallic,4.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6,4.0,6.0,3.9,Yes,1.0,16.0,7.0,2.0,13.0,0.0
Opel Astra,Other,13900,Unknown,4800,81.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1360.0,front,Diesel,Euro 6,4.0,6.0,4.593617021276596,No,1.0,15.0,5.0,2.0,14.0,0.0
Opel Astra,Station wagon,13900,VAT deductible,30800,100.0,Employee's car,0.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1403.0,front,Diesel,Euro 6,4.0,6.0,3.0,No,1.0,13.0,7.0,2.0,15.0,1.0
Opel Astra,Sedans,13900,Unknown,40000,81.0,Used,1.0,No,Uni/basic,4.0,5.0,Manual,1598.0,1503.0,front,Diesel,Euro 6,4.0,6.0,3.7,No,1.0,8.0,7.0,2.0,14.0,0.0
Opel Astra,Sedans,13900,VAT deductible,35616,92.0,Employee's car,1.0,warranty,Uni/basic,5.0,5.0,Manual,1399.0,1778.0,front,Benzine,Euro 6,4.0,6.0,5.1,No,1.0,2.0,5.0,2.0,5.0,0.0
Opel Astra,Compact,13899,VAT deductible,2499,66.0,Demonstration,1.0,No,Uni/basic,5.0,5.0,Manual,999.0,1325.0,front,Benzine,Euro 6d-TEMP,4.0,5.0,5.0,No,1.0,6.0,5.0,1.0,13.0,0.0
Opel Astra,Station wagon,13900,VAT deductible,13149,81.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1598.0,1328.0,front,Diesel,Euro 6,4.0,6.0,3.6,No,1.0,10.0,3.0,1.0,11.0,0.0
Opel Astra,Compact,13899,VAT deductible,2499,66.0,Demonstration,1.0,No,Uni/basic,5.0,5.0,Manual,999.0,1325.0,front,Benzine,Euro 6d-TEMP,4.0,5.0,5.0,No,1.0,6.0,5.0,1.0,13.0,0.0
Opel Astra,Compact,13899,VAT deductible,2499,66.0,Demonstration,1.0,No,Uni/basic,5.0,5.0,Manual,999.0,1325.0,front,Benzine,Euro 6d-TEMP,4.0,5.0,5.0,No,1.0,6.0,5.0,1.0,13.0,0.0
Opel Astra,Compact,13899,VAT deductible,2499,66.0,Demonstration,1.0,No,Uni/basic,5.0,5.0,Manual,999.0,1325.0,front,Benzine,Euro 6d-TEMP,4.0,5.0,5.0,No,1.0,6.0,5.0,1.0,13.0,0.0
Opel Astra,Station wagon,14500,VAT deductible,25000,81.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1393.0,front,Diesel,Euro 6,4.0,6.0,4.5,Yes,1.0,13.0,5.0,3.0,13.0,0.0
Opel Astra,Other,14500,Unknown,11152,92.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1399.0,1278.0,front,Benzine,Euro 6,4.0,6.0,5.1,No,1.0,15.0,5.0,2.0,14.0,0.0
Opel Astra,Sedans,14499,VAT deductible,11000,74.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,1399.0,1273.0,front,Benzine,Euro 6,4.0,5.0,5.4,No,1.0,10.0,3.0,2.0,10.0,0.0
Opel Astra,Sedans,14490,VAT deductible,8095,77.0,Used,1.0,No,Metallic,5.0,5.0,Manual,999.0,1263.0,front,Benzine,Euro 6,4.0,5.0,4.3,No,1.0,13.0,6.0,1.0,13.0,0.0
Opel Astra,Other,14490,Unknown,12966,92.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1399.0,1278.0,front,Benzine,Euro 6,4.0,6.0,5.1,No,1.0,15.0,5.0,2.0,14.0,0.0
Opel Astra,Sedans,14490,VAT deductible,14008,77.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,999.0,1263.0,front,Other,Euro 6,4.0,5.0,4.3,No,1.0,12.0,6.0,2.0,13.0,0.0
Opel Astra,Sedans,14490,VAT deductible,14000,77.0,Used,1.0,No,Metallic,4.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6,4.0,6.0,4.5,No,1.0,15.0,6.0,3.0,13.0,0.0
Opel Astra,Sedans,14490,VAT deductible,10880,77.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6,4.0,5.0,4.5,Yes,1.0,15.0,5.0,1.0,14.0,0.0
Opel Astra,Sedans,14490,VAT deductible,25100,92.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,4.9,No,1.0,16.0,4.0,2.0,13.0,0.0
Opel Astra,Other,14490,Unknown,12230,92.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1399.0,1278.0,front,Benzine,Euro 6,4.0,6.0,5.1,No,1.0,15.0,5.0,2.0,14.0,0.0
Opel Astra,Station wagon,14490,VAT deductible,16667,77.0,Demonstration,1.0,No,Metallic,5.0,5.0,Manual,999.0,1393.0,front,Benzine,Euro 6,4.0,5.0,4.62328897338403,No,1.0,14.0,5.0,2.0,13.0,0.0
Opel Astra,Sedans,14480,VAT deductible,25000,77.0,Used,1.0,No,Metallic,5.0,5.0,Manual,999.0,1273.0,front,Benzine,Euro 6,4.0,5.0,4.3,No,1.0,16.0,7.0,3.0,15.0,0.0
Opel Astra,Sedans,14489,VAT deductible,6500,66.0,Used,1.0,warranty,Uni/basic,5.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6d-TEMP,4.0,5.0,5.0,Yes,1.0,12.0,6.0,2.0,12.0,0.0
Opel Astra,Sedans,14480,VAT deductible,34000,92.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.4,Yes,1.0,18.0,6.0,4.0,14.0,0.0
Opel Astra,Station wagon,14490,VAT deductible,24000,100.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1403.0,front,Diesel,Euro 6,4.0,6.0,3.8,No,1.0,8.0,1.0,1.0,10.0,0.0
Opel Astra,Station wagon,14480,VAT deductible,21500,81.0,Used,1.0,No,Uni/basic,4.0,5.0,Manual,1598.0,1393.0,front,Diesel,Euro 6,4.0,6.0,3.5,No,1.0,11.0,5.0,4.0,12.0,0.0
Opel Astra,Sedans,14450,VAT deductible,9300,92.0,Employee's car,1.0,No,Metallic,5.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.4,Yes,1.0,8.0,5.0,1.0,13.0,0.0
Opel Astra,Station wagon,13850,VAT deductible,26100,81.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1598.0,1393.0,front,Diesel,Euro 6,4.0,6.0,4.6,No,1.0,16.0,5.0,4.0,18.0,1.0
Opel Astra,Sedans,14450,VAT deductible,25661,77.0,Used,1.0,No,Metallic,4.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6,4.0,6.0,4.5,No,1.0,17.0,5.0,1.0,16.0,0.0
Opel Astra,Sedans,13850,VAT deductible,11627,92.0,Used,2.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.4,No,1.0,9.0,5.0,1.0,13.0,0.0
Opel Astra,Sedans,13850,VAT deductible,11084,77.0,Employee's car,1.0,No,Metallic,4.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6,4.0,6.0,4.5,No,1.0,9.0,4.0,2.0,12.0,0.0
Opel Astra,Sedans,13770,VAT deductible,19100,77.0,Used,2.0,No,Metallic,4.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6,4.0,6.0,4.5,Yes,1.0,17.0,6.0,1.0,17.0,0.0
Opel Astra,Sedans,13750,VAT deductible,19840,92.0,Employee's car,1.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,1.0,17.0,5.0,6.0,20.0,0.0
Opel Astra,Sedans,13700,Unknown,12808,92.0,Used,1.0,No,Uni/basic,5.0,5.0,Manual,1400.0,1278.0,front,Benzine,Euro 5,4.0,6.0,5.1,No,1.0,6.0,1.0,2.0,8.0,0.0
Opel Astra,Sedans,13700,VAT deductible,23755,92.0,Employee's car,2.0,No,Metallic,4.0,5.0,Manual,1490.0,1308.0,front,Benzine,Euro 6,4.0,6.0,6.2,No,1.0,17.0,5.0,3.0,20.0,0.0
Opel Astra,Station wagon,13700,VAT deductible,34820,81.0,Employee's car,1.0,warranty,Metallic,5.0,5.0,Manual,1598.0,1425.0,front,Diesel,Euro 6,4.0,6.0,4.5,No,1.0,11.0,6.0,1.0,13.0,1.0
Opel Astra,Sedans,13690,VAT deductible,25360,92.0,Employee's car,2.0,No,Metallic,4.0,5.0,Manual,1490.0,1308.0,front,Benzine,Euro 6,4.0,6.0,6.2,No,1.0,17.0,5.0,3.0,20.0,0.0
Opel Astra,Sedans,13700,VAT deductible,23309,92.0,Employee's car,1.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,1.0,17.0,5.0,5.0,20.0,0.0
Opel Astra,Sedans,13700,VAT deductible,22792,92.0,Employee's car,1.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.6,No,1.0,17.0,5.0,5.0,20.0,0.0
Opel Astra,Sedans,13690,Unknown,15500,77.0,Used,1.0,No,Metallic,4.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6,4.0,6.0,4.5,No,1.0,11.0,2.0,2.0,13.0,0.0
Opel Astra,Sedans,13690,VAT deductible,25052,92.0,Employee's car,2.0,No,Metallic,4.0,5.0,Manual,1490.0,1308.0,front,Benzine,Euro 6,4.0,6.0,6.2,No,1.0,17.0,5.0,3.0,20.0,0.0
Opel Astra,Sedans,13490,VAT deductible,10577,77.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1000.0,1308.0,front,Benzine,Euro 6,4.0,6.0,4.5,Yes,1.0,11.0,5.0,2.0,7.0,0.0
Opel Astra,Sedans,13479,VAT deductible,9200,66.0,Used,1.0,warranty,Metallic,5.0,5.0,Manual,999.0,1308.0,front,Benzine,Euro 6d-TEMP,4.0,5.0,5.0,Yes,1.0,10.0,6.0,2.0,13.0,0.0
Opel Astra,Sedans,13400,VAT deductible,27764,92.0,Used,2.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.4,No,1.0,11.0,4.0,3.0,12.0,0.0
Opel Astra,Sedans,13480,VAT deductible,14024,74.0,Used,1.0,No,Metallic,4.0,5.0,Manual,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.4,No,1.0,10.0,5.0,2.0,12.0,0.0
Opel Astra,Sedans,19865,VAT deductible,0,110.0,New,0.0,No,Uni/basic,5.0,5.0,Automatic,1398.0,1308.0,front,Other,Euro 6d-TEMP,4.0,6.0,5.7,Yes,0.0,11.0,4.0,3.0,9.0,0.0
Opel Astra,Station wagon,19710,VAT deductible,1,110.0,New,1.0,No,Uni/basic,5.0,5.0,Automatic,1399.0,1350.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,5.5,No,0.0,6.0,4.0,1.0,11.0,0.0
Opel Astra,Station wagon,19825,VAT deductible,7060,110.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,1400.0,1393.0,front,Benzine,Euro 6,4.0,6.0,6.1,No,0.0,16.0,5.0,4.0,16.0,1.0
Opel Astra,Station wagon,19500,VAT deductible,4,110.0,Pre-registered,1.0,No,Metallic,4.0,5.0,Automatic,1399.0,1393.0,front,Benzine,Euro 6,4.0,6.0,5.4,No,0.0,18.0,5.0,2.0,15.0,0.0
Opel Astra,Station wagon,19500,Unknown,3,110.0,Pre-registered,1.0,warranty,Metallic,5.0,5.0,Automatic,1399.0,1308.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,5.7,Yes,0.0,21.0,8.0,7.0,19.0,0.0
Opel Astra,Sedans,20715,VAT deductible,0,110.0,New,0.0,No,Uni/basic,5.0,5.0,Automatic,1398.0,1308.0,front,Other,Euro 6d-TEMP,4.0,6.0,5.7,Yes,0.0,17.0,5.0,2.0,13.0,0.0
Opel Astra,Sedans,25490,VAT deductible,1013,110.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,1399.0,1308.0,front,Benzine,Euro 6,4.0,6.0,5.9,No,0.0,15.0,5.0,3.0,14.0,0.0
Opel Astra,Sedans,25365,VAT deductible,10,110.0,Pre-registered,1.0,No,Metallic,5.0,5.0,Automatic,1399.0,1308.0,front,Other,Euro 6d-TEMP,4.0,6.0,5.9,Yes,0.0,19.0,5.0,4.0,14.0,0.0
Opel Astra,Station wagon,19940,VAT deductible,6937,110.0,Employee's car,1.0,No,Metallic,5.0,5.0,Automatic,1399.0,1393.0,front,Benzine,Euro 6,4.0,6.0,4.62328897338403,Yes,0.0,20.0,6.0,4.0,17.0,1.0
Opel Astra,Sedans,25345,VAT deductible,0,100.0,New,0.0,No,Uni/basic,5.0,5.0,Automatic,1598.0,1425.0,front,Diesel,Euro 6d-TEMP,4.0,6.0,4.9,Yes,0.0,7.0,5.0,2.0,13.0,0.0
Opel Astra,Sedans,25345,VAT deductible,0,147.0,New,0.0,No,Uni/basic,5.0,5.0,Automatic,1598.0,1393.0,front,Other,Euro 6d-TEMP,4.0,6.0,6.6,Yes,0.0,8.0,5.0,2.0,13.0,0.0
Opel Astra,Station wagon,25500,VAT deductible,0,110.0,New,0.0,No,Metallic,5.0,5.0,Automatic,1399.0,1350.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,5.7,No,0.0,18.0,6.0,3.0,15.0,0.0
Opel Astra,Station wagon,27350,VAT deductible,8000,147.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,1598.0,1393.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,6.7,Yes,0.0,20.0,6.0,4.0,19.0,1.0
Opel Astra,Sedans,32950,VAT deductible,3,110.0,New,1.0,No,Uni/basic,5.0,5.0,Automatic,1399.0,1308.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,5.6,No,0.0,25.0,7.0,6.0,22.0,1.0
Opel Astra,Station wagon,32590,VAT deductible,50,147.0,Pre-registered,1.0,No,Metallic,5.0,5.0,Automatic,1598.0,1393.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,6.6,No,0.0,20.0,6.0,4.0,15.0,1.0
Opel Astra,Station wagon,30950,VAT deductible,2000,147.0,Demonstration,1.0,No,Metallic,5.0,5.0,Automatic,1598.0,1393.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,6.6,Yes,0.0,20.0,4.0,4.0,17.0,1.0
Opel Astra,Station wagon,31990,VAT deductible,10350,100.0,Demonstration,1.0,No,Metallic,5.0,5.0,Automatic,1598.0,1536.0,front,Diesel,Euro 6d-TEMP,4.0,6.0,5.1,Yes,0.0,23.0,5.0,3.0,16.0,1.0
Opel Astra,Station wagon,31990,VAT deductible,5990,147.0,Demonstration,1.0,warranty,Metallic,5.0,5.0,Automatic,1598.0,1393.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,6.7,No,0.0,23.0,5.0,3.0,20.0,0.0
Opel Astra,Station wagon,32440,VAT deductible,10,147.0,Pre-registered,1.0,No,Uni/basic,5.0,5.0,Automatic,1598.0,1393.0,front,Benzine,Euro 6,4.0,6.0,6.1,Yes,0.0,25.0,7.0,7.0,19.0,1.0
Opel Astra,Compact,32302,VAT deductible,15,110.0,New,1.0,No,Metallic,5.0,5.0,Automatic,1398.0,1198.0,front,Benzine,Euro 6,4.0,6.0,5.7,No,0.0,20.0,4.0,1.0,14.0,0.0
Opel Astra,Compact,29824,VAT deductible,1,110.0,New,1.0,No,Metallic,5.0,5.0,Automatic,1399.0,1198.0,front,Benzine,Euro 6,4.0,6.0,5.4,No,0.0,10.0,2.0,1.0,5.0,0.0
Opel Astra,Sedans,30390,VAT deductible,30,110.0,New,1.0,No,Uni/basic,5.0,5.0,Automatic,1399.0,1308.0,front,Other,Euro 6d-TEMP,4.0,6.0,5.6,Yes,0.0,18.0,7.0,3.0,18.0,1.0
Opel Astra,Sedans,30850,VAT deductible,4000,147.0,Demonstration,1.0,No,Uni/basic,5.0,5.0,Automatic,1598.0,1378.0,front,Other,Euro 6d-TEMP,4.0,6.0,6.6,Yes,0.0,23.0,6.0,6.0,18.0,1.0
Opel Astra,Sedans,30750,VAT deductible,2525,147.0,Used,1.0,No,Uni/basic,5.0,5.0,Automatic,1598.0,1308.0,front,Benzine,Euro 6,4.0,6.0,6.4,Yes,0.0,25.0,5.0,2.0,21.0,1.0
Opel Astra,Compact,30169,VAT deductible,10,110.0,New,1.0,No,Metallic,5.0,5.0,Automatic,1398.0,1198.0,front,Benzine,Euro 6,4.0,6.0,5.5,No,0.0,22.0,4.0,2.0,16.0,0.0
Opel Astra,Station wagon,30950,VAT deductible,1500,110.0,Demonstration,1.0,warranty,Metallic,5.0,5.0,Automatic,1399.0,1393.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,6.0,Yes,0.0,24.0,5.0,2.0,20.0,1.0
Opel Astra,Sedans,30650,VAT deductible,450,147.0,Demonstration,1.0,No,Metallic,5.0,5.0,Automatic,1598.0,1378.0,front,Other,Euro 6d-TEMP,4.0,6.0,6.6,No,0.0,24.0,6.0,5.0,20.0,1.0
Opel Astra,Station wagon,30887,VAT deductible,15,110.0,New,1.0,No,Metallic,5.0,5.0,Automatic,1398.0,1240.0,front,Benzine,Euro 6,4.0,6.0,5.7,No,0.0,21.0,3.0,2.0,16.0,0.0
Opel Astra,Compact,30900,VAT deductible,10,147.0,Pre-registered,1.0,warranty,Uni/basic,5.0,5.0,Automatic,1598.0,1325.0,front,Benzine,Euro 6,4.0,6.0,6.4,Yes,0.0,24.0,4.0,2.0,20.0,1.0
Opel Astra,Sedans,30895,VAT deductible,0,110.0,Demonstration,0.0,No,Metallic,5.0,5.0,Automatic,1399.0,1308.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,5.7,No,0.0,19.0,7.0,4.0,19.0,0.0
Opel Astra,Station wagon,29990,VAT deductible,0,110.0,Pre-registered,1.0,No,Metallic,5.0,5.0,Automatic,1399.0,1350.0,front,Other,Euro 6d-TEMP,4.0,6.0,5.8,No,0.0,21.0,7.0,5.0,19.0,0.0
Opel Astra,Station wagon,29990,VAT deductible,10,147.0,Demonstration,1.0,No,Uni/basic,5.0,5.0,Automatic,1598.0,1425.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,6.5,No,0.0,24.0,6.0,4.0,20.0,1.0
Opel Astra,Station wagon,30125,Unknown,0,110.0,Demonstration,1.0,No,Metallic,5.0,5.0,Automatic,1399.0,1350.0,front,Benzine,Euro 6d-TEMP,4.0,6.0,5.8,No,0.0,18.0,7.0,4.0,13.0,0.0
Opel Astra,Station wagon,29990,VAT deductible,100,110.0,Pre-registered,1.0,No,Metallic,5.0,5.0,Automatic,1399.0,1393.0,front,Other,Euro 6d-TEMP,4.0,6.0,6.0,No,0.0,24.0,6.0,4.0,20.0,1.0
Opel Astra,Station wagon,29990,VAT deductible,106,100.0,Used,1.0,No,Metallic,5.0,5.0,Automatic,1598.0,1393.0,front,Diesel,Euro 6,1.0,6.0,4.6,No,0.0,24.0,6.0,4.0,21.0,1.0
